Id_операции,"Тип операции (входящая - получение денег, исходящая - трата денег) Расход - это сумма входящих и исходящих операций с правильными знаками",Id_проекта,Номер месяца,Год,Сумма
3929,Исходящая,3,5,2020,  186 377 ₽ 
3930,Входящая,2,1,2021,  193 688 ₽ 
3931,Исходящая,1,9,2020,  149 686 ₽ 
3932,Входящая,1,12,2019,  192 968 ₽ 
3933,Входящая,4,9,2020,  191 426 ₽ 
3934,Исходящая,3,4,2021,  147 436 ₽ 
3935,Входящая,1,12,2020,  198 582 ₽ 
3936,Исходящая,4,1,2019,  102 108 ₽ 
3937,Исходящая,4,6,2021,  137 409 ₽ 
3938,Исходящая,3,8,2020,  139 322 ₽ 
3939,Исходящая,3,1,2021,  129 840 ₽ 
3940,Входящая,5,3,2021,  157 299 ₽ 
3941,Исходящая,3,8,2021,  136 795 ₽ 
3942,Входящая,4,2,2021,  182 392 ₽ 
3943,Входящая,4,8,2019,  197 824 ₽ 
3944,Входящая,6,1,2019,  119 231 ₽ 
3945,Исходящая,1,6,2020,  135 840 ₽ 
3946,Входящая,4,11,2019,  194 894 ₽ 
3947,Входящая,4,5,2019,  145 283 ₽ 
3948,Исходящая,1,4,2020,  172 845 ₽ 
3949,Входящая,1,8,2020,  151 886 ₽ 
3950,Входящая,6,1,2021,  102 601 ₽ 
3951,Входящая,3,1,2019,  129 133 ₽ 
3952,Исходящая,1,5,2021,  164 059 ₽ 
3953,Входящая,6,9,2021,  102 296 ₽ 
3954,Входящая,6,9,2021,  101 851 ₽ 
3955,Входящая,6,12,2021,  160 167 ₽ 
3956,Исходящая,3,6,2019,  105 381 ₽ 
3957,Исходящая,3,7,2020,  167 338 ₽ 
3958,Входящая,5,5,2019,  163 152 ₽ 
3959,Входящая,4,9,2020,  164 479 ₽ 
3960,Исходящая,3,6,2021,  183 651 ₽ 
3961,Исходящая,6,7,2020,  158 894 ₽ 
3962,Входящая,6,3,2020,  137 128 ₽ 
3963,Входящая,4,3,2021,  112 992 ₽ 
3964,Исходящая,6,10,2019,  149 040 ₽ 
3965,Исходящая,1,12,2020,  141 839 ₽ 
3966,Исходящая,5,7,2019,  132 377 ₽ 
3967,Входящая,1,4,2021,  166 334 ₽ 
3968,Входящая,1,5,2021,  157 482 ₽ 
3969,Входящая,4,7,2021,  148 435 ₽ 
3970,Исходящая,1,9,2020,  173 952 ₽ 
3971,Исходящая,5,5,2019,  169 433 ₽ 
3972,Исходящая,1,3,2019,  118 160 ₽ 
3973,Исходящая,4,10,2020,  144 880 ₽ 
3974,Исходящая,1,6,2021,  161 911 ₽ 
3975,Исходящая,6,8,2019,  119 804 ₽ 
3976,Исходящая,6,8,2021,  130 148 ₽ 
3977,Исходящая,6,10,2019,  104 940 ₽ 
3978,Входящая,1,8,2019,  183 731 ₽ 
3979,Входящая,6,2,2019,  177 680 ₽ 
3980,Исходящая,4,4,2021,  107 297 ₽ 
3981,Исходящая,2,3,2021,  182 542 ₽ 
3982,Исходящая,4,5,2019,  159 356 ₽ 
3983,Входящая,2,6,2021,  126 187 ₽ 
3984,Входящая,3,5,2021,  178 192 ₽ 
3985,Исходящая,3,1,2021,  146 684 ₽ 
3986,Входящая,4,1,2020,  172 094 ₽ 
3987,Исходящая,6,1,2021,  154 209 ₽ 
3988,Входящая,3,10,2020,  191 095 ₽ 
3989,Входящая,6,4,2020,  177 563 ₽ 
3990,Входящая,2,8,2021,  113 352 ₽ 
3991,Исходящая,5,7,2019,  182 580 ₽ 
3992,Входящая,5,2,2020,  140 591 ₽ 
3993,Входящая,5,10,2020,  121 382 ₽ 
3994,Входящая,5,3,2020,  194 298 ₽ 
3995,Исходящая,1,8,2019,  112 515 ₽ 
3996,Исходящая,1,1,2021,  187 725 ₽ 
3997,Входящая,3,7,2019,  106 389 ₽ 
3998,Исходящая,4,12,2020,  129 137 ₽ 
3999,Входящая,2,1,2021,  172 073 ₽ 
4000,Исходящая,1,12,2020,  126 169 ₽ 
4001,Входящая,1,5,2019,  185 111 ₽ 
4002,Входящая,6,9,2019,  162 794 ₽ 
4003,Исходящая,3,12,2021,  135 799 ₽ 
4004,Входящая,5,6,2021,  147 695 ₽ 
4005,Входящая,2,10,2019,  120 138 ₽ 
4006,Входящая,6,12,2021,  140 217 ₽ 
4007,Входящая,3,9,2020,  111 607 ₽ 
4008,Исходящая,1,1,2019,  107 619 ₽ 
4009,Входящая,1,1,2020,  153 200 ₽ 
4010,Входящая,5,3,2020,  158 773 ₽ 
4011,Исходящая,4,7,2020,  151 529 ₽ 
4012,Исходящая,5,5,2020,  195 723 ₽ 
4013,Входящая,4,11,2019,  154 116 ₽ 
4014,Входящая,2,11,2020,  171 140 ₽ 
4015,Входящая,3,8,2021,  146 678 ₽ 
4016,Исходящая,6,1,2019,  176 644 ₽ 
4017,Входящая,4,8,2019,  163 250 ₽ 
4018,Исходящая,4,4,2021,  172 549 ₽ 
4019,Входящая,2,7,2021,  113 797 ₽ 
4020,Входящая,2,3,2019,  118 690 ₽ 
4021,Исходящая,4,6,2021,  111 210 ₽ 
4022,Исходящая,3,7,2021,  111 774 ₽ 
4023,Исходящая,2,3,2019,  118 340 ₽ 
4024,Входящая,6,7,2019,  199 996 ₽ 
4025,Входящая,5,12,2019,  115 846 ₽ 
4026,Входящая,6,2,2019,  124 176 ₽ 
4027,Исходящая,5,8,2019,  121 923 ₽ 
4028,Исходящая,5,1,2019,  182 001 ₽ 
4029,Входящая,1,12,2020,  189 697 ₽ 
4030,Входящая,5,8,2021,  107 179 ₽ 
4031,Исходящая,5,10,2021,  118 439 ₽ 
4032,Входящая,3,7,2020,  133 875 ₽ 
4033,Входящая,4,2,2019,  147 608 ₽ 
4034,Исходящая,6,4,2020,  107 222 ₽ 
4035,Входящая,2,9,2020,  117 414 ₽ 
4036,Входящая,4,9,2021,  174 598 ₽ 
4037,Исходящая,6,10,2020,  153 766 ₽ 
4038,Входящая,6,5,2019,  125 226 ₽ 
4039,Исходящая,4,5,2020,  105 358 ₽ 
4040,Входящая,3,11,2019,  130 416 ₽ 
4041,Входящая,5,12,2019,  139 383 ₽ 
4042,Исходящая,5,5,2021,  140 019 ₽ 
4043,Исходящая,3,7,2019,  118 443 ₽ 
4044,Входящая,3,12,2019,  106 976 ₽ 
4045,Исходящая,5,4,2020,  110 522 ₽ 
4046,Исходящая,3,11,2019,  183 331 ₽ 
4047,Исходящая,2,4,2020,  176 516 ₽ 
4048,Исходящая,3,6,2019,  172 063 ₽ 
4049,Входящая,6,1,2021,  143 047 ₽ 
4050,Входящая,3,6,2019,  145 329 ₽ 
4051,Входящая,5,3,2021,  167 582 ₽ 
4052,Исходящая,6,10,2021,  187 771 ₽ 
4053,Исходящая,6,5,2021,  183 188 ₽ 
4054,Входящая,2,9,2020,  182 300 ₽ 
4055,Исходящая,4,8,2021,  197 402 ₽ 
4056,Входящая,5,5,2020,  101 327 ₽ 
4057,Входящая,3,1,2020,  126 226 ₽ 
4058,Входящая,4,12,2021,  147 854 ₽ 
4059,Входящая,6,2,2019,  110 177 ₽ 
4060,Исходящая,2,11,2020,  189 025 ₽ 
4061,Входящая,5,1,2021,  187 199 ₽ 
4062,Исходящая,6,2,2021,  126 914 ₽ 
4063,Входящая,1,2,2020,  114 605 ₽ 
4064,Входящая,1,6,2020,  139 800 ₽ 
4065,Исходящая,6,5,2019,  109 479 ₽ 
4066,Входящая,2,4,2020,  154 635 ₽ 
4067,Входящая,2,5,2019,  107 029 ₽ 
4068,Исходящая,1,8,2019,  184 315 ₽ 
4069,Исходящая,5,2,2020,  139 890 ₽ 
4070,Исходящая,6,9,2020,  193 603 ₽ 
4071,Исходящая,3,4,2020,  113 116 ₽ 
4072,Входящая,5,10,2020,  150 283 ₽ 
4073,Исходящая,1,10,2021,  189 552 ₽ 
4074,Исходящая,2,10,2019,  136 126 ₽ 
4075,Входящая,1,4,2020,  149 445 ₽ 
4076,Исходящая,2,12,2021,  142 530 ₽ 
4077,Входящая,1,4,2019,  138 857 ₽ 
4078,Входящая,2,2,2019,  128 766 ₽ 
4079,Входящая,4,4,2019,  125 046 ₽ 
4080,Исходящая,1,12,2020,  159 304 ₽ 
4081,Исходящая,4,2,2020,  179 819 ₽ 
4082,Исходящая,6,1,2020,  128 680 ₽ 
4083,Исходящая,4,12,2020,  122 867 ₽ 
4084,Входящая,2,8,2019,  105 330 ₽ 
4085,Входящая,1,12,2019,  120 242 ₽ 
4086,Входящая,2,7,2020,  124 438 ₽ 
4087,Входящая,3,8,2019,  169 194 ₽ 
4088,Исходящая,3,10,2020,  113 502 ₽ 
4089,Исходящая,2,9,2020,  187 806 ₽ 
4090,Исходящая,5,6,2021,  161 910 ₽ 
4091,Исходящая,6,3,2021,  146 825 ₽ 
4092,Исходящая,1,5,2019,  182 547 ₽ 
4093,Входящая,6,5,2021,  105 064 ₽ 
4094,Входящая,5,9,2021,  171 245 ₽ 
4095,Входящая,4,7,2021,  159 973 ₽ 
4096,Исходящая,6,9,2019,  156 768 ₽ 
4097,Исходящая,1,2,2019,  123 721 ₽ 
4098,Входящая,1,7,2021,  119 703 ₽ 
4099,Входящая,4,5,2020,  160 813 ₽ 
4100,Исходящая,5,10,2021,  110 868 ₽ 
4101,Исходящая,5,4,2020,  178 398 ₽ 
4102,Исходящая,1,2,2019,  143 195 ₽ 
4103,Исходящая,6,2,2020,  125 551 ₽ 
4104,Входящая,3,12,2020,  122 811 ₽ 
4105,Исходящая,2,12,2021,  136 816 ₽ 
4106,Исходящая,4,5,2021,  182 865 ₽ 
4107,Входящая,1,6,2021,  122 373 ₽ 
4108,Входящая,2,6,2021,  114 596 ₽ 
4109,Исходящая,2,11,2019,  161 718 ₽ 
4110,Исходящая,1,5,2020,  132 131 ₽ 
4111,Входящая,5,3,2021,  198 481 ₽ 
4112,Входящая,3,12,2021,  151 729 ₽ 
4113,Входящая,3,11,2019,  142 039 ₽ 
4114,Исходящая,4,9,2021,  189 888 ₽ 
4115,Исходящая,1,8,2020,  135 383 ₽ 
4116,Исходящая,1,3,2020,  164 538 ₽ 
4117,Исходящая,2,1,2021,  156 729 ₽ 
4118,Входящая,5,9,2021,  118 865 ₽ 
4119,Входящая,2,11,2019,  106 512 ₽ 
4120,Исходящая,4,3,2020,  147 166 ₽ 
4121,Входящая,2,2,2020,  189 716 ₽ 
4122,Исходящая,2,8,2019,  124 881 ₽ 
4123,Исходящая,5,2,2020,  130 793 ₽ 
4124,Исходящая,5,7,2021,  192 674 ₽ 
4125,Исходящая,2,2,2019,  109 537 ₽ 
4126,Входящая,5,4,2021,  124 308 ₽ 
4127,Входящая,5,3,2019,  169 887 ₽ 
4128,Входящая,5,1,2020,  143 437 ₽ 
4129,Исходящая,6,6,2020,  147 262 ₽ 
4130,Входящая,6,7,2019,  109 687 ₽ 
4131,Исходящая,5,3,2021,  186 031 ₽ 
4132,Входящая,4,3,2020,  183 643 ₽ 
4133,Исходящая,6,6,2020,  136 208 ₽ 
4134,Исходящая,6,8,2021,  146 115 ₽ 
4135,Входящая,6,6,2020,  167 665 ₽ 
4136,Входящая,4,9,2021,  163 066 ₽ 
4137,Входящая,1,3,2020,  135 524 ₽ 
4138,Входящая,2,2,2019,  177 296 ₽ 
4139,Входящая,3,10,2020,  100 234 ₽ 
4140,Исходящая,2,5,2020,  101 625 ₽ 
4141,Входящая,1,12,2020,  109 565 ₽ 
4142,Исходящая,3,4,2019,  159 042 ₽ 
4143,Входящая,2,11,2019,  155 509 ₽ 
4144,Входящая,2,3,2019,  149 876 ₽ 
4145,Исходящая,2,4,2019,  147 675 ₽ 
4146,Исходящая,3,6,2021,  100 042 ₽ 
4147,Входящая,2,7,2020,  146 650 ₽ 
4148,Входящая,5,8,2019,  153 487 ₽ 
4149,Исходящая,1,1,2021,  195 953 ₽ 
4150,Входящая,3,1,2019,  141 948 ₽ 
4151,Входящая,2,2,2021,  164 874 ₽ 
4152,Исходящая,1,2,2020,  172 560 ₽ 
4153,Входящая,2,4,2021,  165 593 ₽ 
4154,Входящая,6,6,2021,  113 341 ₽ 
4155,Входящая,5,6,2019,  105 747 ₽ 
4156,Исходящая,4,1,2020,  170 732 ₽ 
4157,Исходящая,2,11,2021,  116 803 ₽ 
4158,Входящая,5,4,2019,  188 619 ₽ 
4159,Исходящая,1,9,2021,  106 790 ₽ 
4160,Исходящая,1,3,2020,  164 404 ₽ 
4161,Исходящая,4,3,2021,  124 167 ₽ 
4162,Входящая,6,8,2019,  118 538 ₽ 
4163,Исходящая,3,5,2021,  174 738 ₽ 
4164,Входящая,5,4,2019,  171 316 ₽ 
4165,Входящая,4,7,2021,  195 816 ₽ 
4166,Входящая,5,6,2020,  123 673 ₽ 
4167,Входящая,6,10,2021,  152 866 ₽ 
4168,Входящая,4,4,2019,  170 688 ₽ 
4169,Входящая,4,8,2021,  171 071 ₽ 
4170,Исходящая,1,1,2019,  140 763 ₽ 
4171,Входящая,1,1,2020,  144 076 ₽ 
4172,Входящая,2,5,2020,  159 625 ₽ 
4173,Исходящая,3,1,2020,  195 129 ₽ 
4174,Входящая,5,7,2021,  148 564 ₽ 
4175,Входящая,1,4,2020,  158 865 ₽ 
4176,Входящая,2,8,2020,  145 627 ₽ 
4177,Входящая,6,2,2020,  127 458 ₽ 
4178,Входящая,1,10,2021,  169 024 ₽ 
4179,Входящая,2,2,2019,  161 863 ₽ 
4180,Входящая,6,10,2019,  102 910 ₽ 
4181,Входящая,5,11,2019,  198 553 ₽ 
4182,Входящая,5,2,2021,  174 876 ₽ 
4183,Входящая,6,1,2019,  104 393 ₽ 
4184,Исходящая,5,3,2021,  125 446 ₽ 
4185,Исходящая,3,4,2020,  188 728 ₽ 
4186,Исходящая,3,12,2020,  174 357 ₽ 
4187,Исходящая,5,4,2020,  174 509 ₽ 
4188,Исходящая,2,7,2020,  158 921 ₽ 
4189,Исходящая,2,8,2019,  161 798 ₽ 
4190,Исходящая,6,11,2019,  123 923 ₽ 
4191,Исходящая,3,4,2019,  167 605 ₽ 
4192,Входящая,6,1,2020,  199 880 ₽ 
4193,Исходящая,6,12,2021,  116 149 ₽ 
4194,Входящая,3,8,2020,  134 023 ₽ 
4195,Входящая,5,7,2021,  196 241 ₽ 
4196,Исходящая,4,7,2019,  149 658 ₽ 
4197,Исходящая,1,8,2020,  118 978 ₽ 
4198,Входящая,3,4,2021,  123 604 ₽ 
4199,Входящая,4,2,2021,  153 984 ₽ 
4200,Исходящая,3,12,2021,  109 675 ₽ 
4201,Входящая,4,3,2021,  150 312 ₽ 
4202,Входящая,1,3,2021,  155 212 ₽ 
4203,Исходящая,5,2,2021,  189 123 ₽ 
4204,Исходящая,2,12,2019,  180 190 ₽ 
4205,Входящая,1,10,2020,  191 381 ₽ 
4206,Входящая,3,6,2021,  118 707 ₽ 
4207,Исходящая,3,1,2020,  120 536 ₽ 
4208,Входящая,5,3,2019,  112 700 ₽ 
4209,Исходящая,4,2,2020,  137 607 ₽ 
4210,Исходящая,2,2,2021,  100 473 ₽ 
4211,Входящая,4,9,2019,  117 312 ₽ 
4212,Входящая,3,8,2020,  132 051 ₽ 
4213,Исходящая,6,12,2020,  127 790 ₽ 
4214,Входящая,4,12,2019,  117 150 ₽ 
4215,Входящая,1,9,2020,  111 080 ₽ 
4216,Исходящая,6,8,2020,  146 446 ₽ 
4217,Входящая,1,12,2019,  159 034 ₽ 
4218,Входящая,3,6,2021,  101 601 ₽ 
4219,Входящая,2,9,2021,  160 855 ₽ 
4220,Входящая,1,11,2020,  159 139 ₽ 
4221,Входящая,1,8,2019,  116 379 ₽ 
4222,Исходящая,4,2,2020,  186 948 ₽ 
4223,Исходящая,1,1,2021,  140 132 ₽ 
4224,Входящая,6,8,2019,  157 119 ₽ 
4225,Исходящая,5,4,2021,  113 208 ₽ 
4226,Исходящая,4,10,2020,  129 681 ₽ 
4227,Исходящая,4,2,2021,  183 385 ₽ 
4228,Входящая,5,6,2021,  182 010 ₽ 
4229,Входящая,6,5,2019,  197 465 ₽ 
4230,Входящая,3,1,2019,  197 965 ₽ 
4231,Входящая,1,6,2021,  107 815 ₽ 
4232,Входящая,2,10,2020,  138 131 ₽ 
4233,Исходящая,6,7,2020,  137 000 ₽ 
4234,Исходящая,3,7,2019,  176 855 ₽ 
4235,Исходящая,3,8,2021,  101 061 ₽ 
4236,Исходящая,3,11,2021,  126 767 ₽ 
4237,Исходящая,2,11,2020,  109 689 ₽ 
4238,Исходящая,1,3,2019,  118 293 ₽ 
4239,Входящая,4,1,2020,  118 225 ₽ 
4240,Входящая,5,10,2020,  120 112 ₽ 
4241,Входящая,3,10,2019,  118 828 ₽ 
4242,Входящая,4,3,2021,  193 515 ₽ 
4243,Входящая,6,6,2019,  109 310 ₽ 
4244,Исходящая,4,7,2021,  171 370 ₽ 
4245,Входящая,6,6,2021,  105 723 ₽ 
4246,Входящая,1,9,2019,  166 801 ₽ 
4247,Входящая,1,1,2019,  136 145 ₽ 
4248,Исходящая,1,4,2020,  177 891 ₽ 
4249,Исходящая,6,9,2020,  195 454 ₽ 
4250,Входящая,4,12,2019,  187 106 ₽ 
4251,Входящая,1,10,2020,  125 145 ₽ 
4252,Входящая,4,6,2020,  198 550 ₽ 
4253,Входящая,5,7,2019,  118 125 ₽ 
4254,Исходящая,4,11,2019,  120 110 ₽ 
4255,Исходящая,4,12,2019,  136 818 ₽ 
4256,Исходящая,4,4,2019,  140 843 ₽ 
4257,Входящая,3,5,2019,  106 268 ₽ 
4258,Исходящая,6,7,2021,  195 624 ₽ 
4259,Входящая,3,2,2019,  125 808 ₽ 
4260,Исходящая,2,7,2021,  172 063 ₽ 
4261,Исходящая,3,7,2021,  186 418 ₽ 
4262,Исходящая,6,3,2019,  143 305 ₽ 
4263,Исходящая,5,11,2020,  119 024 ₽ 
4264,Исходящая,4,4,2020,  193 125 ₽ 
4265,Входящая,3,4,2019,  193 722 ₽ 
4266,Исходящая,2,11,2020,  100 225 ₽ 
4267,Исходящая,1,2,2021,  137 068 ₽ 
4268,Исходящая,2,3,2019,  135 865 ₽ 
4269,Исходящая,5,9,2021,  186 138 ₽ 
4270,Исходящая,4,7,2020,  190 672 ₽ 
4271,Исходящая,4,8,2019,  136 675 ₽ 
4272,Входящая,6,10,2019,  182 631 ₽ 
4273,Входящая,6,3,2021,  184 634 ₽ 
4274,Входящая,4,7,2019,  168 291 ₽ 
4275,Входящая,1,3,2021,  138 547 ₽ 
4276,Исходящая,1,3,2019,  196 340 ₽ 
4277,Входящая,3,3,2021,  106 472 ₽ 
4278,Исходящая,6,10,2020,  108 146 ₽ 
4279,Исходящая,5,2,2019,  136 671 ₽ 
4280,Входящая,3,1,2019,  167 827 ₽ 
4281,Исходящая,2,11,2021,  184 797 ₽ 
4282,Исходящая,4,7,2019,  182 538 ₽ 
4283,Исходящая,6,11,2020,  142 309 ₽ 
4284,Исходящая,1,4,2019,  164 086 ₽ 
4285,Входящая,1,1,2021,  193 095 ₽ 
4286,Входящая,6,5,2020,  109 990 ₽ 
4287,Исходящая,5,1,2021,  180 376 ₽ 
4288,Исходящая,2,10,2021,  143 155 ₽ 
4289,Исходящая,1,8,2019,  113 250 ₽ 
4290,Входящая,3,1,2021,  179 712 ₽ 
4291,Исходящая,2,6,2021,  169 915 ₽ 
4292,Исходящая,1,8,2021,  177 957 ₽ 
4293,Исходящая,5,11,2020,  150 331 ₽ 
4294,Исходящая,6,2,2021,  123 742 ₽ 
4295,Входящая,2,11,2020,  140 581 ₽ 
4296,Исходящая,2,6,2019,  174 429 ₽ 
4297,Исходящая,6,2,2021,  113 517 ₽ 
4298,Исходящая,4,2,2020,  163 102 ₽ 
4299,Исходящая,3,11,2020,  104 957 ₽ 
4300,Исходящая,1,11,2020,  191 050 ₽ 
4301,Исходящая,4,6,2021,  106 769 ₽ 
4302,Исходящая,2,8,2019,  137 138 ₽ 
4303,Входящая,6,7,2021,  100 440 ₽ 
4304,Исходящая,6,2,2021,  181 679 ₽ 
4305,Входящая,4,9,2021,  172 564 ₽ 
4306,Исходящая,5,7,2021,  117 577 ₽ 
4307,Входящая,3,5,2021,  185 310 ₽ 
4308,Входящая,4,8,2019,  161 246 ₽ 
4309,Входящая,6,11,2020,  194 792 ₽ 
4310,Исходящая,5,4,2021,  158 078 ₽ 
4311,Входящая,1,10,2019,  111 014 ₽ 
4312,Исходящая,2,8,2020,  102 478 ₽ 
4313,Входящая,6,10,2019,  185 832 ₽ 
4314,Входящая,5,9,2020,  199 034 ₽ 
4315,Входящая,1,10,2019,  155 049 ₽ 
4316,Входящая,2,8,2019,  145 451 ₽ 
4317,Исходящая,5,11,2021,  181 174 ₽ 
4318,Входящая,3,3,2020,  150 503 ₽ 
4319,Исходящая,3,6,2020,  123 086 ₽ 
4320,Исходящая,3,3,2020,  179 481 ₽ 
4321,Исходящая,4,1,2020,  197 350 ₽ 
4322,Входящая,2,2,2019,  172 889 ₽ 
4323,Исходящая,1,4,2020,  196 663 ₽ 
4324,Входящая,2,2,2021,  104 478 ₽ 
4325,Входящая,4,6,2021,  108 792 ₽ 
4326,Исходящая,3,10,2019,  118 791 ₽ 
4327,Входящая,3,5,2020,  187 300 ₽ 
4328,Входящая,5,10,2020,  153 086 ₽ 
4329,Исходящая,2,5,2019,  138 156 ₽ 
4330,Исходящая,5,11,2020,  153 883 ₽ 
4331,Входящая,3,2,2020,  139 833 ₽ 
4332,Исходящая,3,10,2019,  184 661 ₽ 
4333,Входящая,1,2,2019,  108 258 ₽ 
4334,Входящая,3,12,2020,  152 713 ₽ 
4335,Входящая,3,3,2020,  151 596 ₽ 
4336,Входящая,2,2,2021,  158 864 ₽ 
4337,Исходящая,6,9,2020,  119 260 ₽ 
4338,Входящая,1,10,2020,  118 933 ₽ 
4339,Входящая,2,2,2021,  174 538 ₽ 
4340,Исходящая,6,8,2019,  128 696 ₽ 
4341,Входящая,3,2,2021,  174 265 ₽ 
4342,Входящая,1,8,2019,  195 798 ₽ 
4343,Исходящая,3,11,2020,  167 160 ₽ 
4344,Входящая,4,2,2019,  196 502 ₽ 
4345,Исходящая,1,5,2019,  172 869 ₽ 
4346,Входящая,1,7,2019,  193 044 ₽ 
4347,Исходящая,5,12,2020,  177 398 ₽ 
4348,Входящая,4,5,2021,  133 515 ₽ 
4349,Исходящая,3,1,2021,  162 500 ₽ 
4350,Исходящая,1,4,2020,  162 566 ₽ 
4351,Исходящая,6,3,2021,  175 063 ₽ 
4352,Исходящая,6,11,2021,  164 614 ₽ 
4353,Входящая,3,10,2020,  196 472 ₽ 
4354,Исходящая,5,10,2019,  173 481 ₽ 
4355,Исходящая,3,8,2021,  114 071 ₽ 
4356,Исходящая,6,2,2021,  134 068 ₽ 
4357,Исходящая,6,5,2021,  148 198 ₽ 
4358,Исходящая,6,1,2020,  164 094 ₽ 
4359,Входящая,2,3,2021,  173 217 ₽ 
4360,Входящая,5,7,2021,  112 214 ₽ 
4361,Входящая,4,12,2020,  119 287 ₽ 
4362,Входящая,5,7,2021,  154 629 ₽ 
4363,Исходящая,4,4,2020,  184 059 ₽ 
4364,Входящая,2,4,2020,  139 987 ₽ 
4365,Входящая,3,9,2021,  102 743 ₽ 
4366,Входящая,6,4,2020,  113 396 ₽ 
4367,Входящая,2,9,2021,  164 554 ₽ 
4368,Входящая,5,9,2019,  121 837 ₽ 
4369,Входящая,1,9,2020,  103 550 ₽ 
4370,Входящая,6,10,2019,  187 978 ₽ 
4371,Исходящая,1,6,2021,  123 739 ₽ 
4372,Исходящая,3,4,2019,  132 623 ₽ 
4373,Исходящая,6,10,2021,  162 733 ₽ 
4374,Исходящая,1,2,2020,  199 142 ₽ 
4375,Исходящая,3,6,2020,  141 548 ₽ 
4376,Исходящая,6,5,2019,  174 842 ₽ 
4377,Входящая,6,4,2021,  170 460 ₽ 
4378,Исходящая,1,10,2020,  158 361 ₽ 
4379,Входящая,1,3,2021,  183 092 ₽ 
4380,Входящая,6,12,2021,  190 300 ₽ 
4381,Исходящая,3,7,2021,  127 698 ₽ 
4382,Исходящая,5,8,2019,  177 788 ₽ 
4383,Входящая,2,8,2019,  117 711 ₽ 
4384,Входящая,6,5,2021,  145 133 ₽ 
4385,Исходящая,1,10,2020,  132 162 ₽ 
4386,Входящая,5,11,2021,  163 947 ₽ 
4387,Исходящая,5,10,2019,  104 921 ₽ 
4388,Входящая,3,11,2019,  198 647 ₽ 
4389,Исходящая,1,8,2020,  179 771 ₽ 
4390,Исходящая,1,3,2020,  139 585 ₽ 
4391,Исходящая,5,10,2019,  102 901 ₽ 
4392,Исходящая,1,11,2020,  136 018 ₽ 
4393,Исходящая,6,1,2020,  103 018 ₽ 
4394,Входящая,3,5,2019,  130 811 ₽ 
4395,Входящая,2,4,2021,  196 320 ₽ 
4396,Исходящая,5,10,2020,  108 216 ₽ 
4397,Входящая,6,1,2021,  164 826 ₽ 
4398,Входящая,6,12,2021,  154 815 ₽ 
4399,Исходящая,5,2,2020,  100 141 ₽ 
4400,Входящая,3,4,2019,  197 809 ₽ 
4401,Входящая,4,1,2019,  117 138 ₽ 
4402,Входящая,6,4,2021,  121 434 ₽ 
4403,Входящая,4,9,2020,  167 598 ₽ 
4404,Исходящая,4,11,2019,  197 753 ₽ 
4405,Исходящая,1,12,2020,  123 907 ₽ 
4406,Входящая,3,7,2020,  199 731 ₽ 
4407,Входящая,4,6,2020,  135 815 ₽ 
4408,Входящая,5,2,2021,  165 207 ₽ 
4409,Входящая,4,9,2021,  190 413 ₽ 
4410,Исходящая,5,9,2021,  156 973 ₽ 
4411,Исходящая,3,12,2019,  151 192 ₽ 
4412,Входящая,2,5,2021,  191 382 ₽ 
4413,Исходящая,5,10,2021,  170 766 ₽ 
4414,Входящая,5,8,2020,  122 435 ₽ 
4415,Исходящая,6,6,2021,  154 363 ₽ 
4416,Входящая,6,4,2021,  117 834 ₽ 
4417,Входящая,4,5,2021,  180 433 ₽ 
4418,Исходящая,5,6,2021,  199 196 ₽ 
4419,Исходящая,5,9,2020,  174 158 ₽ 
4420,Исходящая,1,3,2020,  162 606 ₽ 
4421,Входящая,1,5,2020,  141 065 ₽ 
4422,Входящая,4,4,2020,  183 414 ₽ 
4423,Входящая,2,1,2019,  170 411 ₽ 
4424,Исходящая,6,8,2021,  147 794 ₽ 
4425,Исходящая,2,12,2020,  180 644 ₽ 
4426,Входящая,6,1,2019,  186 809 ₽ 
4427,Исходящая,2,5,2020,  156 439 ₽ 
4428,Исходящая,1,2,2021,  100 961 ₽ 
4429,Исходящая,1,7,2021,  137 766 ₽ 
4430,Исходящая,4,3,2021,  172 782 ₽ 
4431,Входящая,1,3,2021,  153 702 ₽ 
4432,Входящая,1,4,2020,  152 931 ₽ 
4433,Входящая,2,10,2020,  150 619 ₽ 
4434,Исходящая,2,3,2019,  137 383 ₽ 
4435,Исходящая,1,9,2020,  100 893 ₽ 
4436,Входящая,1,8,2021,  152 353 ₽ 
4437,Входящая,4,4,2021,  177 941 ₽ 
4438,Входящая,3,7,2019,  100 036 ₽ 
4439,Входящая,4,2,2020,  167 552 ₽ 
4440,Входящая,1,1,2019,  164 800 ₽ 
4441,Исходящая,4,8,2020,  140 665 ₽ 
4442,Исходящая,5,11,2021,  153 325 ₽ 
4443,Исходящая,1,1,2019,  115 309 ₽ 
4444,Входящая,6,4,2019,  170 966 ₽ 
4445,Исходящая,4,2,2020,  120 894 ₽ 
4446,Исходящая,5,6,2020,  165 861 ₽ 
4447,Входящая,3,9,2020,  126 305 ₽ 
4448,Исходящая,4,1,2020,  150 605 ₽ 
4449,Входящая,5,6,2021,  160 474 ₽ 
4450,Входящая,1,1,2021,  143 842 ₽ 
4451,Исходящая,4,6,2020,  117 993 ₽ 
4452,Входящая,1,7,2019,  115 441 ₽ 
4453,Входящая,1,3,2019,  148 378 ₽ 
